Drug	side_effect_name
Fludarabine	Paraesthesia
Fludarabine	Autoimmune haemolytic anaemia
Fludarabine	Feeling abnormal
Fludarabine	Toxic epidermal necrolysis
Fludarabine	Agitation
Fludarabine	Neutrophil count decreased
Fludarabine	Anaphylactic shock
Fludarabine	Aneurysm
Fludarabine	Visual impairment
Fludarabine	Hearing impaired
Fludarabine	Dermatitis
Fludarabine	Stevens-Johnson syndrome
Fludarabine	X-linked lymphoproliferative syndrome
Fludarabine	Flank pain
Fludarabine	Fibrosis
Fludarabine	Hyperhidrosis
Fludarabine	Pancytopenia
Fludarabine	Renal function test abnormal
Fludarabine	Phlebitis
Fludarabine	Pneumonia
Fludarabine	Progressive multifocal leukoencephalopathy
Fludarabine	Angina pectoris
Fludarabine	Headache
Fludarabine	Anorexia
Fludarabine	Aplasia
Fludarabine	Urinary hesitation
Fludarabine	Visual disturbance
Fludarabine	Hyperglycaemia
Fludarabine	Rash
Fludarabine	Convulsion
Fludarabine	Thrombocytopenia
Fludarabine	Respiratory distress
Fludarabine	Metabolic acidosis
Fludarabine	Mucosal inflammation
Fludarabine	Sinusitis
Fludarabine	Skin toxicity
Fludarabine	Sleep disorder
Fludarabine	Myelosuppression
Fludarabine	Discomfort
Fludarabine	Urinary tract infection
Fludarabine	Radial nerve palsy
Fludarabine	Erythema multiforme
Fludarabine	Fatigue
Fludarabine	Pain
Fludarabine	Neutropenia
Fludarabine	Pharyngitis
Fludarabine	Gastrointestinal haemorrhage
Fludarabine	Haematuria
Fludarabine	Haemoglobin
Fludarabine	Numbness
Fludarabine	Haemorrhage
Fludarabine	Haemoptysis
Fludarabine	Stomatitis
Fludarabine	Arrhythmia
Fludarabine	Arthralgia
Fludarabine	Asthenia
Fludarabine	Lymphoproliferative disorder
Fludarabine	Malaise
Fludarabine	Malnutrition
Fludarabine	Body temperature increased
Fludarabine	Bone marrow depression
Fludarabine	Bronchitis
Fludarabine	Protein urine present
Fludarabine	Proteinuria
Fludarabine	Pruritus
Fludarabine	Opportunistic infection
Fludarabine	Pulmonary haemorrhage
Fludarabine	Pulmonary toxicity
Fludarabine	Constipation
Fludarabine	Sweating increased
Fludarabine	Neurotoxicity
Fludarabine	Leukopenia
Fludarabine	Crystalluria
Fludarabine	Cystitis haemorrhagic
Fludarabine	Musculoskeletal discomfort
Fludarabine	Myalgia
Fludarabine	Digestion impaired
Fludarabine	Diarrhoea
Fludarabine	Myocardial infarction
Fludarabine	Dyspnoea
Fludarabine	Dysuria
Fludarabine	Supraventricular tachycardia
Fludarabine	Immunodeficiency
Fludarabine	Infection
Fludarabine	Neuropathy peripheral
Fludarabine	Cough
Fludarabine	Lung infiltration
Fludarabine	Hyperphosphataemia
Fludarabine	Hypersensitivity
Fludarabine	Cardiac failure
Fludarabine	Haemoglobin decreased
Fludarabine	Oesophagitis
Fludarabine	Cholelithiasis
Fludarabine	Optic nerve disorder
Fludarabine	Osteoporosis
Fludarabine	Epistaxis
Fludarabine	Epstein-Barr virus infection
Fludarabine	Nervous system disorder
Fludarabine	Cytopenia
Fludarabine	Liver function test abnormal
Fludarabine	Chills
Fludarabine	Dehydration
Fludarabine	Coma
Fludarabine	Cardiac failure congestive
Fludarabine	Optic neuritis
Fludarabine	Dysphagia
Fludarabine	Hypocalcaemia
Fludarabine	Confusional state
Fludarabine	Deafness
Fludarabine	Decreased appetite
Fludarabine	Ill-defined disorder
Fludarabine	Cerebellar syndrome
Fludarabine	Dyspepsia
Fludarabine	Immunocompromised
Fludarabine	Oedema
Fludarabine	Hypoaesthesia
Fludarabine	Myelodysplastic syndrome
Fludarabine	Hyperuricaemia
Fludarabine	Nausea
Fludarabine	Cerebrovascular accident
Fludarabine	Pulmonary fibrosis
Fludarabine	Hypoxia
Fludarabine	Deep vein thrombosis
Fluorouracil	Chest pain
Fluorouracil	Demyelination
Fluorouracil	White matter lesion
Fluorouracil	Skin irritation
Fluorouracil	Acute coronary syndrome
Fluorouracil	Decreased appetite
Fluorouracil	Lacrimation increased
Fluorouracil	Nervous system disorder
Fluorouracil	Necrosis
Fluorouracil	Chronic conjunctivitis
Fluorouracil	Cerebrovascular disorder
Fluorouracil	Erythema
Fluorouracil	Electrocardiogram change
Fluorouracil	Vomiting
Fluorouracil	Nausea
Fluorouracil	Dacryocanaliculitis
Fluorouracil	Cerebellar syndrome
Fluorouracil	Electrocardiogram ST segment
Fluorouracil	Sudden death
Fluorouracil	Vision blurred
Fluorouracil	Lacrimation
Fluorouracil	Superinfection
Fluorouracil	Alopecia
Fluorouracil	Speech disorder
Fluorouracil	Euphoric mood
Fluorouracil	Tachycardia
Fluorouracil	Congenital anomaly
Fluorouracil	Stomatitis
Fluorouracil	Convulsion
Fluorouracil	Conjunctivitis
Fluorouracil	Cerebellar ataxia
Fluorouracil	Biliary fibrosis
Fluorouracil	Nasopharyngitis
Fluorouracil	Proctitis
Fluorouracil	Infestation NOS
Fluorouracil	Emotional distress
Fluorouracil	Allergic contact dermatitis
Fluorouracil	Amnesia
Fluorouracil	Muscular weakness
Fluorouracil	Speech impairment NOS
Fluorouracil	Stinging
Fluorouracil	Nasal irritation
Fluorouracil	Skin hyperpigmentation
Fluorouracil	Common cold
Fluorouracil	Sinusitis
Fluorouracil	Pneumonia
Fluorouracil	Irritability
Fluorouracil	Photosensitivity reaction
Fluorouracil	Fibrosis
Fluorouracil	Slurred speech
Fluorouracil	Somnolence
Fluorouracil	Epistaxis
Fluorouracil	Local reaction
Fluorouracil	Coma
Fluorouracil	Myocardial ischaemia
Fluorouracil	Abortion spontaneous
Fluorouracil	Cellulitis
Fluorouracil	Nasal discomfort
Fluorouracil	Dyspnoea
Fluorouracil	Feeling abnormal
Fluorouracil	Inflammation
Fluorouracil	Photosensitivity
Fluorouracil	Swelling
Fluorouracil	Agranulocytosis
Fluorouracil	Nystagmus
Fluorouracil	Dermatitis
Fluorouracil	Extravasation
Fluorouracil	Myocardial infarction
Fluorouracil	Confusional state
Fluorouracil	Febrile neutropenia
Fluorouracil	Balance disorder
Fluorouracil	Nail changes
Fluorouracil	Arteriospasm coronary
Fluorouracil	Pharyngitis
Fluorouracil	Ataxia
Fluorouracil	Lethargy
Fluorouracil	Encephalopathy
Fluorouracil	Eosinophilia
Fluorouracil	Memory loss
Fluorouracil	Ocular toxicity
Fluorouracil	Anaemia
Fluorouracil	Nail disorder
Fluorouracil	Catheter related infection
Fluorouracil	Septic shock
Fluorouracil	Arrhythmia
Fluorouracil	Dyspepsia
Fluorouracil	Insomnia
Fluorouracil	Osteoarthritis
Fluorouracil	Diarrhoea
Fluorouracil	Acute pulmonary oedema
Fluorouracil	Gastrointestinal haemorrhage
Fluorouracil	Numbness
Fluorouracil	Leukopenia
Fluorouracil	Neutropenic sepsis
Fluorouracil	Eye irritation
Fluorouracil	Myelosuppression
Fluorouracil	Sepsis
Fluorouracil	Dysphagia
Fluorouracil	Pericarditis
Fluorouracil	Pain
Fluorouracil	Pancytopenia
Fluorouracil	Photophobia
Fluorouracil	Unsteadiness
Fluorouracil	Gastrointestinal disorder
Fluorouracil	Leukocytosis
Fluorouracil	Neuropathy peripheral
Fluorouracil	Cardiac arrest
Fluorouracil	Musculoskeletal discomfort
Fluorouracil	Application site burn
Fluorouracil	Myalgia
Fluorouracil	Application site reaction
Fluorouracil	Dysmetria
Fluorouracil	Ventricular septal defect
Fluorouracil	Urticaria
Fluorouracil	Optic nerve disorder
Fluorouracil	Ulcer
Fluorouracil	Blepharitis
Fluorouracil	Blister
Fluorouracil	Body temperature increased
Fluorouracil	Rash
Fluorouracil	Telangiectasia
Fluorouracil	Cardiomyopathy
Fluorouracil	Application site pain
Fluorouracil	Dysarthria
Fluorouracil	Pemphigoid
Fluorouracil	Paraesthesia
Fluorouracil	Angina pectoris
Fluorouracil	Anorexia
Fluorouracil	Onychomadesis
Fluorouracil	Device related infection
Fluorouracil	Haemorrhage
Fluorouracil	Pruritus
Fluorouracil	Discomfort
Fluorouracil	Rash maculo-papular
Fluorouracil	Cardiac failure
Fluorouracil	Anaphylactic shock
Fluorouracil	Parkinsonism
Fluorouracil	Dysaesthesia
Fluorouracil	Dry skin
Fluorouracil	Infection
Fluorouracil	Urinary tract infection
Fluorouracil	Developmental delay
Fluorouracil	Oedema
Fluorouracil	Oesophagitis
Fluorouracil	Haemoglobin
Fluorouracil	Cardiotoxicity
Fluorouracil	Disorientation
Fluorouracil	Dizziness
Fluorouracil	Scab
Fluorouracil	Dermatitis bullous
Fluorouracil	Tenderness
Fluorouracil	Ichthyosis acquired
Fluorouracil	Hypotension
Fluorouracil	Tingling sensation
Fluorouracil	Dermatitis contact
Fluorouracil	Thrombocytopenia
Fluorouracil	Thrombophlebitis
Fluorouracil	Rhinitis
Fluorouracil	Upper respiratory tract infection
Fluorouracil	Headache
Fluorouracil	Heartburn
Fluorouracil	Gastrointestinal ulcer haemorrhage
Fluorouracil	Gastrointestinal symptom NOS
Fluorouracil	Sensory loss
Fluorouracil	Hypoaesthesia
Fluorouracil	Herpes simplex
Fluorouracil	Infestation
Fluorouracil	Ichthyosis
Fluorouracil	Hypersensitivity
Fulvestrant	Urticaria
Fulvestrant	Cough
Fulvestrant	Skin disorder
Fulvestrant	Insomnia
Fulvestrant	Rash
Fulvestrant	Embolism venous
Fulvestrant	Abdominal pain
Fulvestrant	Vaginal haemorrhage
Fulvestrant	Immune system disorder
Fulvestrant	Vaginal moniliasis
Fulvestrant	Injury
Fulvestrant	Pruritus
Fulvestrant	Injection site pain
Fulvestrant	Paraesthesia
Fulvestrant	Sweating
Fulvestrant	Chest pain
Fulvestrant	Vaginal discharge
Fulvestrant	Urinary tract infection
Fulvestrant	Connective tissue disorder
Fulvestrant	Unspecified disorder of skin and subcutaneous tissue
Fulvestrant	Injection site haemorrhage
Fulvestrant	Pharyngitis
Fulvestrant	Anaemia
Fulvestrant	Angioedema
Fulvestrant	Leukopenia
Fulvestrant	Accidental injury
Fulvestrant	Injection site haematoma
Fulvestrant	Pelvic pain
Fulvestrant	Infection
Fulvestrant	Vomiting
Fulvestrant	Hyperhidrosis
Fulvestrant	Hypersensitivity
Fulvestrant	Injection site reaction
Fulvestrant	Dyspnoea
Fulvestrant	Vulvovaginal candidiasis
Fulvestrant	Pain in extremity
Fulvestrant	Dyspepsia
Fulvestrant	Decreased appetite
Fulvestrant	Hot flush
Fulvestrant	Arthritis
Fulvestrant	Cough increased
Fulvestrant	Breast disorder
Fulvestrant	Inflammation
Fulvestrant	Anorexia
Fulvestrant	Digestion impaired
Fulvestrant	Vulvovaginal mycotic infection
Fulvestrant	Nervous system disorder
Fulvestrant	Constipation
Fulvestrant	Anxiety
Fulvestrant	Fatigue
Fulvestrant	Gamma-glutamyltransferase increased
Fulvestrant	Gastrointestinal disorder
Fulvestrant	Arthralgia
Fulvestrant	Diarrhoea
Fulvestrant	Influenza
Fulvestrant	Dizziness
Fulvestrant	Myalgia
Fulvestrant	Pain
Fulvestrant	Hepatic enzyme increased
Fulvestrant	Hepatic failure
Fulvestrant	Hepatitis
Fulvestrant	Dermatitis
Fulvestrant	Asthenia
Fulvestrant	Back pain
Fulvestrant	Blood bilirubin increased
Fulvestrant	Angiopathy
Fulvestrant	Vasodilation
Fulvestrant	Oedema peripheral
Fulvestrant	Vertigo
Fulvestrant	Malnutrition
Fulvestrant	Headache
Fulvestrant	Nausea
Fulvestrant	Leukorrhea
Fulvestrant	Musculoskeletal pain
Fulvestrant	Gastrointestinal pain
Fulvestrant	Hepatobiliary disease
Fulvestrant	Venous thromboembolism
Fulvestrant	Hepatitis C
Fulvestrant	Bone pain
Fulvestrant	Menopausal symptoms
Fulvestrant	Haemorrhage
Fulvestrant	Musculoskeletal discomfort
Fulvestrant	Vasodilation procedure
Fulvestrant	Haemoglobin
Fulvestrant	Body temperature increased
Fulvestrant	Infestation
Fulvestrant	Gastrointestinal symptom NOS
Fulvestrant	Infestation NOS
Fulvestrant	Breast cancer stage IV
Fulvestrant	Depression
Gefitinib	Haemorrhage
Gefitinib	Hepatic failure
Gefitinib	Nervous system disorder
Gefitinib	Haemoglobin
Gefitinib	Haematuria
Gefitinib	Urethral disorder
Gefitinib	Blepharitis
Gefitinib	Anorectal disorder
Gefitinib	Urinary tract disorder
Gefitinib	Gastrointestinal perforation
Gefitinib	Vesiculobullous rash
Gefitinib	Unspecified disorder of skin and subcutaneous tissue
Gefitinib	Mediastinal disorder
Gefitinib	Weight decreased
Gefitinib	Haemoptysis
Gefitinib	Bladder pain
Gefitinib	Appetite absent
Gefitinib	Angiopathy
Gefitinib	Asthenia
Gefitinib	Aspartate aminotransferase increased
Gefitinib	Gastrointestinal pain
Gefitinib	Angioedema
Gefitinib	Hypomagnesaemia
Gefitinib	Hypoproteinaemia
Gefitinib	Arrhythmia
Gefitinib	Urticaria
Gefitinib	Necrolysis epidermal
Gefitinib	Body temperature increased
Gefitinib	Ulcer
Gefitinib	Anorexia
Gefitinib	Ocular hyperaemia
Gefitinib	Mouth ulceration
Gefitinib	Drug interaction
Gefitinib	Nettle rash
Gefitinib	Vomiting
Gefitinib	Alveolitis
Gefitinib	Gastric ulcer
Gefitinib	Gastrointestinal disorder
Gefitinib	Melaena
Gefitinib	Nausea
Gefitinib	Pulmonary toxicity
Gefitinib	Pain
Gefitinib	Hepatitis
Gefitinib	Dyspnoea
Gefitinib	Dry skin
Gefitinib	Dermatitis exfoliative
Gefitinib	Dermatitis
Gefitinib	Atrial fibrillation
Gefitinib	Nail disorder
Gefitinib	Bundle branch block
Gefitinib	Malaise
Gefitinib	Malnutrition
Gefitinib	Alopecia
Gefitinib	Thrombocytopenia
Gefitinib	Infection
Gefitinib	Cardiac disorder
Gefitinib	Hepatobiliary disease
Gefitinib	Diarrhoea
Gefitinib	Cystitis noninfective
Gefitinib	Dermatitis bullous
Gefitinib	Pruritus
Gefitinib	Hypokalaemia
Gefitinib	Feeling sick
Gefitinib	Oral pain
Gefitinib	Cancer pain
Gefitinib	Keratitis
Gefitinib	Stomatitis
Gefitinib	Thrombophlebitis
Gefitinib	Toxic epidermal necrolysis
Gefitinib	Dry mouth
Gefitinib	Hypotension
Gefitinib	Cutaneous vasculitis
Gefitinib	Decreased appetite
Gefitinib	Dehydration
Gefitinib	Hypersensitivity
Gefitinib	Fatigue
Gefitinib	Amblyopia
Gefitinib	Anaemia
Gefitinib	Acne
Gefitinib	Interstitial pneumonia
Gefitinib	Pulmonary haemorrhage
Gefitinib	Rash
Gefitinib	Pancreatitis
Gefitinib	Conjunctivitis
Gefitinib	Constipation
Gefitinib	Hypoxia
Gefitinib	Cough
Gefitinib	Dry eye
Gefitinib	Proteinuria
Gefitinib	Lip swelling
Gefitinib	Alanine aminotransferase increased
Gefitinib	Sore mouth
Gefitinib	Oedema peripheral
Gefitinib	Ischaemia
Gefitinib	Tenderness
Gefitinib	Cystitis
Gefitinib	Corneal erosion
Gefitinib	Electrocardiogram QT prolonged
Gefitinib	Cystitis haemorrhagic
Gefitinib	Febrile neutropenia
Gefitinib	Skin fissures
Gefitinib	Eye redness
Gefitinib	Eye pain
Gefitinib	Epistaxis
Gefitinib	Eruption
Gefitinib	Rash pustular
Gefitinib	Electrocardiogram QT corrected interval prolonged
Gefitinib	Protein urine present
Gefitinib	Stevens-Johnson syndrome
Gefitinib	Pneumonia
Gefitinib	Erythema multiforme
Gefitinib	Seborrhoeic dermatitis
Gefitinib	Pleural effusion
Gefitinib	Sinoatrial node dysfunction
Gefitinib	Shock
Gefitinib	Scrotal oedema
Gefitinib	Eye disorder
Gefitinib	Abdominal pain
Gefitinib	Paronychia
Gefitinib	Infestation NOS
Gefitinib	Respiratory failure
Gefitinib	Interstitial lung disease
Gefitinib	Skin disorder
Gefitinib	Rectal disorder
Gefitinib	Sinus arrhythmia
Gefitinib	Infestation
Gemcitabine	Vasculitis
Gemcitabine	Traumatic lung injury
Gemcitabine	Transaminitis
Gemcitabine	Dermatitis
Gemcitabine	Dermatitis bullous
Gemcitabine	Ulcer
Gemcitabine	Unspecified disorder of skin and subcutaneous tissue
Gemcitabine	Cutaneous hypersensitivity
Gemcitabine	Difficulty sleeping
Gemcitabine	Alopecia reversible
Gemcitabine	Urinary tract disorder
Gemcitabine	Pleural effusion
Gemcitabine	Urethral disorder
Gemcitabine	Creatinine increased
Gemcitabine	Venoocclusive liver disease
Gemcitabine	Influenza-like symptoms
Gemcitabine	Alopecia
Gemcitabine	Decreased appetite
Gemcitabine	Anaemia
Gemcitabine	Progressive renal failure
Gemcitabine	Acute respiratory distress syndrome
Gemcitabine	Back pain
Gemcitabine	Pharyngitis
Gemcitabine	Petechiae
Gemcitabine	Injection site necrosis
Gemcitabine	Phosphatase alkaline increased
Gemcitabine	Transaminases increased
Gemcitabine	Pneumonia
Gemcitabine	Influenza
Gemcitabine	Peripheral sensory neuropathy
Gemcitabine	Acute dyspnea
Gemcitabine	Constipation
Gemcitabine	Anaphylactic shock
Gemcitabine	Renal failure chronic
Gemcitabine	Eruption
Gemcitabine	Dermatitis atopic
Gemcitabine	Poor quality sleep
Gemcitabine	Body temperature increased
Gemcitabine	Septic arthritis streptobacillus
Gemcitabine	Traffic accident
Gemcitabine	Cough
Gemcitabine	Infection
Gemcitabine	Hypomagnesaemia
Gemcitabine	Allergic bronchospasm
Gemcitabine	Deafness
Gemcitabine	Agranulocytosis
Gemcitabine	Hypocalcaemia
Gemcitabine	Stevens-Johnson syndrome
Gemcitabine	Diarrhoea
Gemcitabine	Reticulocytosis
Gemcitabine	Respiratory failure
Gemcitabine	Road traffic accident
Gemcitabine	Discomfort
Gemcitabine	Toxic epidermal necrolysis
Gemcitabine	Connective tissue disorder
Gemcitabine	Hypotension
Gemcitabine	Influenza like illness
Gemcitabine	Acute coronary syndrome
Gemcitabine	Paraesthesia
Gemcitabine	Azoospermia
Gemcitabine	Asthenia
Gemcitabine	Vomiting
Gemcitabine	Thrombocytopenia
Gemcitabine	Tendon reflex decreased
Gemcitabine	Blood bilirubin increased
Gemcitabine	Thrombocytosis
Gemcitabine	Colitis ischaemic
Gemcitabine	Chills
Gemcitabine	Ill-defined disorder
Gemcitabine	Pancytopenia
Gemcitabine	Alanine aminotransferase increased
Gemcitabine	Renal failure
Gemcitabine	Hyporeflexia
Gemcitabine	Gastrointestinal disorder
Gemcitabine	Raised liver function tests
Gemcitabine	Renal impairment
Gemcitabine	Respiratory distress syndrome
Gemcitabine	Tachypnoea
Gemcitabine	Sepsis
Gemcitabine	Injection site reaction
Gemcitabine	Chest pain
Gemcitabine	Immune system disorder
Gemcitabine	Pain
Gemcitabine	Peripheral motor neuropathy
Gemcitabine	Hypokalaemia
Gemcitabine	Recall phenomenon
Gemcitabine	Pruritus
Gemcitabine	Feeling abnormal
Gemcitabine	Aspartate aminotransferase increased
Gemcitabine	Tenderness
Gemcitabine	Blood alkaline phosphatase increased
Gemcitabine	Rhinitis
Gemcitabine	Hyperbilirubinaemia
Gemcitabine	Shivering
Gemcitabine	Insomnia
Gemcitabine	Hypoxemia
Gemcitabine	Hypertension
Gemcitabine	Hyperglycaemia
Gemcitabine	Somnolence
Gemcitabine	Fatigue
Gemcitabine	Dyspnoea
Gemcitabine	Stomatitis
Gemcitabine	Bilirubin normal
Gemcitabine	Sweating
Gemcitabine	Extravasation
Gemcitabine	Blood creatinine increased
Gemcitabine	Hepatic enzyme increased
Gemcitabine	Breast cancer
Gemcitabine	Disease progression
Gemcitabine	Hyperhidrosis
Gemcitabine	Rash
Gemcitabine	Oedema
Gemcitabine	Posterior reversible encephalopathy syndrome
Gemcitabine	Febrile neutropenia
Gemcitabine	Radiation recall reaction (dermatologic)
Gemcitabine	Streptobacillary fever
Gemcitabine	Erythema
Gemcitabine	Cardiac failure congestive
Gemcitabine	Blood bilirubin normal
Gemcitabine	Blood urea increased
Gemcitabine	Neurotoxicity
Gemcitabine	Hypoxia
Gemcitabine	Oligospermia
Gemcitabine	Oedema peripheral
Gemcitabine	Pulmonary oedema
Gemcitabine	Mediastinal disorder
Gemcitabine	Anaphylactoid reaction
Gemcitabine	Myalgia
Gemcitabine	Arthralgia
Gemcitabine	Cardiac disorder
Gemcitabine	Erythema multiforme
Gemcitabine	Cerebrovascular accident
Gemcitabine	Hepatotoxicity
Gemcitabine	Bone pain
Gemcitabine	Lymphopenia
Gemcitabine	Protein urine present
Gemcitabine	Drug interaction
Gemcitabine	Skin exfoliation
Gemcitabine	Irreversible renal failure
Gemcitabine	Metastatic neoplasm
Gemcitabine	Pulmonary toxicity
Gemcitabine	Capillary leak syndrome
Gemcitabine	Neuropathy peripheral
Gemcitabine	Cardiac failure
Gemcitabine	Lung infiltration
Gemcitabine	Face oedema
Gemcitabine	Neutropenia
Gemcitabine	Hearing impaired
Gemcitabine	Skin disorder
Gemcitabine	Bronchospasm
Gemcitabine	Arrhythmia
Gemcitabine	Myocardial infarction
Gemcitabine	Arrhythmia supraventricular
Gemcitabine	Microangiopathic haemolytic anaemia
Gemcitabine	Cellulitis
Gemcitabine	Lymphoma
Gemcitabine	Bone disorder
Gemcitabine	Nervous system disorder
Gemcitabine	Non-Hodgkin's lymphoma
Gemcitabine	Proteinuria
Gemcitabine	Anorexia
Gemcitabine	Oral toxicity
Gemcitabine	Leukopenia
Gemcitabine	Musculoskeletal discomfort
Gemcitabine	Hepatobiliary disease
Gemcitabine	Generalised oedema
Gemcitabine	Headache
Gemcitabine	Liver function test abnormal
Gemcitabine	Metastatic disease
Gemcitabine	Hepatic failure
Gemcitabine	Interstitial pneumonia
Gemcitabine	Interstitial lung disease
Gemcitabine	Pulmonary fibrosis
Gemcitabine	Angiopathy
Gemcitabine	Neuritis
Gemcitabine	Haematuria
Gemcitabine	Haemoglobin
Gemcitabine	Cardiotoxicity
Gemcitabine	Nephropathy toxic
Gemcitabine	Neuropathy
Gemcitabine	Malaise
Gemcitabine	Neoplasm malignant
Gemcitabine	Haemolytic uraemic syndrome
Gemcitabine	Gangrene
Gemcitabine	Nausea
Gemcitabine	Haemorrhage
Gemcitabine	Flu symptoms
Gemcitabine	Fluid retention
Gemcitabine	Hepatic function abnormal
Idarubicin	Shock
Idarubicin	Anaemia
Idarubicin	Septicemia
Idarubicin	Fluid overload
Idarubicin	Gastrointestinal toxicity
Idarubicin	Abdominal cramps
Idarubicin	Leukopenia
Idarubicin	Ulcer
Idarubicin	Skin disorder
Idarubicin	Abdominal pain
Idarubicin	Alopecia reversible
Idarubicin	Anaphylactic shock
Idarubicin	Blood uric acid increased
Idarubicin	Body temperature increased
Idarubicin	Gastrointestinal pain
Idarubicin	Acral erythema
Idarubicin	Embolism venous
Idarubicin	Angiopathy
Idarubicin	Bundle branch block
Idarubicin	Embolism
Idarubicin	Chills
Idarubicin	Thrombophlebitis
Idarubicin	Bone marrow depression
Idarubicin	Alopecia
Idarubicin	Hot flush
Idarubicin	Urinary tract disorder
Idarubicin	Necrosis
Idarubicin	Unspecified disorder of skin and subcutaneous tissue
Idarubicin	Urethral disorder
Idarubicin	Haemoglobin
Idarubicin	Sinus tachycardia
Idarubicin	Skin hyperpigmentation
Idarubicin	Leukaemia
Idarubicin	Nausea
Idarubicin	Atrioventricular block
Idarubicin	Acute coronary syndrome
Idarubicin	Neoplasm
Idarubicin	Neutropenia
Idarubicin	Neutropenic colitis
Idarubicin	Dermatitis
Idarubicin	Flushing
Idarubicin	Febrile neutropenia
Idarubicin	Cardiomyopathy
Idarubicin	Local reaction
Idarubicin	Injection site urticaria
Idarubicin	Instability vasomotor
Idarubicin	Infection
Idarubicin	Dehydration
Idarubicin	Phlebitis
Idarubicin	Radiation recall reaction (dermatologic)
Idarubicin	Diarrhoea
Idarubicin	Rash generalised
Idarubicin	Recall phenomenon
Idarubicin	Lymphoma
Idarubicin	Septic shock
Idarubicin	Extravasation
Idarubicin	Cardiotoxicity
Idarubicin	Colitis
Idarubicin	Immune system disorder
Idarubicin	Decreased appetite
Idarubicin	Hypersensitivity
Idarubicin	Hepatic function abnormal
Idarubicin	Autonomic nervous system imbalance
Idarubicin	Vomiting
Idarubicin	Rash
Idarubicin	Non-Hodgkin's lymphoma
Idarubicin	Sepsis
Idarubicin	Convulsion
Idarubicin	Anorexia
Idarubicin	Myocarditis
Idarubicin	Haemorrhage
Idarubicin	Radiation injury
Idarubicin	Hyperuricaemia
Idarubicin	Cardiac failure congestive
Idarubicin	Atrial fibrillation
Idarubicin	Urticaria
Idarubicin	Burning sensation
Idarubicin	Chest pain
Idarubicin	Neutropenic enterocolitis
Idarubicin	Oesophagitis
Idarubicin	Tachyarrhythmia
Idarubicin	Chemical phlebitis
Idarubicin	Pericarditis
Idarubicin	Thrombocytopenia
Idarubicin	Thromboembolism
Idarubicin	Mucosal inflammation
Idarubicin	Enterocolitis
Idarubicin	Headache
Idarubicin	Malnutrition
Idarubicin	Pancytopenia
Idarubicin	Arrhythmia
Idarubicin	Palmar-plantar erythrodysaesthesia syndrome
Idarubicin	Myelodysplastic syndrome
Idarubicin	Stomatitis
Idarubicin	Menopausal symptoms
Idarubicin	Myocardial infarction
Idarubicin	Myelosuppression
Idarubicin	Aplasia
Imatinib	Sciatica
Imatinib	Mental disorder
Imatinib	Chills
Imatinib	Conjunctival haemorrhage
Imatinib	Rigors
Imatinib	Skin disorder
Imatinib	Infestation
Imatinib	Hypomagnesaemia
Imatinib	Ileus
Imatinib	Skin carcinoma
Imatinib	Bullous eruption
Imatinib	Hyponatraemia
Imatinib	Scrotal oedema
Imatinib	Scleral haemorrhage
Imatinib	Sepsis
Imatinib	Rash
Imatinib	Skin hyperpigmentation
Imatinib	Hypoxia
Imatinib	Musculoskeletal pain
Imatinib	Somnolence
Imatinib	Sinusitis
Imatinib	Purpura
Imatinib	Rhinitis
Imatinib	Chest pain
Imatinib	Hypokalaemia
Imatinib	Memory impairment
Imatinib	Migraine
Imatinib	Hypophosphataemia
Imatinib	Chronic eosinophilic leukaemia
Imatinib	Stevens-Johnson syndrome
Imatinib	Sexual dysfunction
Imatinib	Musculoskeletal disorder
Imatinib	Skin cancer
Imatinib	Rhabdomyolysis
Imatinib	Cheilitis
Imatinib	Connective tissue disorder
Imatinib	Confusional state
Imatinib	Increased appetite
Imatinib	Infection
Imatinib	Skin exfoliation
Imatinib	Skin toxicity
Imatinib	Convulsion
Imatinib	Chronic myeloid leukaemia
Imatinib	Pleuritic pain
Imatinib	Shock
Imatinib	Chronic phase chronic myeloid leukemia
Imatinib	Conjunctivitis
Imatinib	Colitis
Imatinib	Breast enlargement
Imatinib	Brain oedema
Imatinib	Breast disorder
Imatinib	Hyperaesthesia
Imatinib	Rash pustular
Imatinib	Rash vesicular
Imatinib	Renal cancer
Imatinib	Pleural effusion
Imatinib	Renal failure acute
Imatinib	Pneumonia
Imatinib	Petechiae
Imatinib	Pulmonary oedema
Imatinib	Pulmonary hypertension
Imatinib	Hypocalcaemia
Imatinib	Lymphadenopathy
Imatinib	Hypoglycaemia
Imatinib	Melaena
Imatinib	Mediastinal disorder
Imatinib	Menorrhagia
Imatinib	Menstruation irregular
Imatinib	Upper respiratory tract infection
Imatinib	Hypoproteinaemia
Imatinib	Hypotension
Imatinib	Peripheral coldness
Imatinib	Pharyngeal mucositis
Imatinib	Vasculitis
Imatinib	Ill-defined disorder
Imatinib	Vertigo
Imatinib	Immune system disorder
Imatinib	Pharyngitis
Imatinib	Pharyngolaryngeal pain
Imatinib	Increased tendency to bruise
Imatinib	Contusion
Imatinib	Inflammatory bowel disease
Imatinib	Influenza
Imatinib	Influenza like illness
Imatinib	Hypotrichosis
Imatinib	Musculoskeletal discomfort
Imatinib	Restless legs syndrome
Imatinib	Pulmonary fibrosis
Imatinib	Bone disorder
Imatinib	Pulmonary haemorrhage
Imatinib	Herpes simplex
Imatinib	Herpes zoster
Imatinib	Hyperbilirubinaemia
