A,B,ATCsim,STsim,SEsim,integrated_score,integrated_score2,TAG
Geldanamycin,Trichostatin A,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Trientine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Trifluridine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Trimidox,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Tubacin,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Valproic Acid,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Vandetanib,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Vinorelbine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Vitamin D2,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Vorinostat,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Zibotentan,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Zoledronate,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,Zoledronic acid,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Geldanamycin,H-7,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,0
Geldanamycin,Methotrexate,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,0
Geldanamycin,Mitomycin,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,0
Geldanamycin,Monastrol,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,0
Geldanamycin,Sirolimus,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,0
Geldanamycin,Trichostatin A,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,0
Geldanamycin,Vincristine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,0
Gemcitabine,Oxaliplatin,0.082084999,0.377365724,1.00E-50,1,0.428474658,P
Gemcitabine,Paclitaxel,0.082084999,0.365186106,0.237254902,1,0.555544468,P
Cytarabine,Bevacizumab,0.082084999,1.00E-50,1.00E-50,0.082084999,0.082084999,N
Gemcitabine,Aflibercept,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Gemcitabine,Interferon alfa-2a,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Cytarabine,Brentuximab vedotin,0.082084999,1.00E-50,1.00E-50,0.082084999,0.082084999,N
Gemcitabine,Peginterferon alfa-2b,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Cytarabine,Ipilimumab,0.082084999,1.00E-50,1.00E-50,0.082084999,0.082084999,N
Cytarabine,Pertuzumab,0.082084999,1.00E-50,1.00E-50,0.082084999,0.082084999,N
Gemcitabine,Romiplostim,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Gemcitabine,Trientine,0.082084999,1.00E-50,1.00E-50,0.082084999,0.082084999,N
Cytarabine,Rituximab,0.082084999,1.00E-50,1.00E-50,0.082084999,0.082084999,N
Gemcitabine,IL-27,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Gemcitabine,L744832,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Gemcitabine,Sorivudine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Gemcitabine,Trebananib,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Gemcitabine,17-DMAG,1.00E-50,0.31745935,0,0.31745935,0.31745935,N
Gemcitabine,2-Methoxyestradiol,1.00E-50,0.260931218,0,0.260931218,0.260931218,N
Gemcitabine,ABT-737,1.00E-50,0.296039948,1.00E-50,0.296039948,0.296039948,N
Gemcitabine,AEE788,1.00E-50,0.378801848,1.00E-50,0.378801848,0.378801848,N
Gemcitabine,Aminophylline,0.082084999,0.231213058,0.092307692,0.359458724,0.359458724,N
Gemcitabine,Anastrozole,0.082084999,0.383569808,0.227891156,0.563117251,0.563117251,N
Gemcitabine,Arzoxifene,1.00E-50,0.351928715,1.00E-50,0.351928715,0.351928715,N
Gemcitabine,Azacitidine,0.135335283,0.493637372,0.228985507,0.662423719,0.662423719,N
Gemcitabine,Bexarotene,0.082084999,0.322464887,1.00E-50,0.378080356,0.378080356,N
Gemcitabine,Bosutinib,0.082084999,0.384108445,0.24,0.570344566,0.570344566,N
Gemcitabine,Busulfan,0.082084999,0.104584582,1.00E-50,0.178084755,0.178084755,N
Gemcitabine,Canfosfamide,1.00E-50,0.279828989,0.05,0.315837539,0.315837539,N
Gemcitabine,Carvedilol,0.082084999,0.377477904,0.230337079,0.560197389,0.560197389,N
Gemcitabine,Celecoxib,0.082084999,0.172098224,0.236658933,0.419903949,0.419903949,N
Gemcitabine,Chlorambucil,0.082084999,0.251123257,1.00E-50,0.312594804,0.312594804,N
Gemcitabine,CI-1040,1.00E-50,0.320372692,1.00E-50,0.320372692,0.320372692,N
Gemcitabine,Clofarabine,0.135335283,0.25674852,0.288732394,0.542894392,0.542894392,N
Gemcitabine,Dacarbazine,0.082084999,0.137021742,0,0.207859311,0.207859311,N
Gemcitabine,Daunorubicin,0.082084999,0.437373851,0.22,0.597174474,0.597174474,N
Gemcitabine,Dexamethasone,0.22313016,0.454216553,0.140625,0.63562268,0.63562268,N
Gemcitabine,Discodermolide,1.00E-50,0.415093336,1.00E-50,0.415093336,0.415093336,N
Gemcitabine,Doxorubicin,0.082084999,0.461233851,0.22591944,0.617185015,0.617185015,N
Gemcitabine,Enalapril,0.082084999,0.408534652,0.208074534,0.570051852,0.570051852,N
Gemcitabine,Epirubicin,0.082084999,0.49032145,0.22591944,0.637852922,0.637852922,N
Gemcitabine,Etodolac,0.082084999,0.349695235,0.245791246,0.549794317,0.549794317,N
Gemcitabine,Everolimus,0.082084999,0.260760375,0.212,0.465295397,0.465295397,N
Gemcitabine,Fenretinide,1.00E-50,0.269653552,0,0.269653552,0.269653552,N
Gemcitabine,Fluorouracil,0.082084999,0.276032993,0.169934641,0.44838822,0.44838822,N
Gemcitabine,Fulvestrant,0.082084999,0.256420839,0.197424893,0.452208407,0.452208407,N
Gemcitabine,Gefitinib,0.082084999,0.249413865,0.235294118,0.473137321,0.473137321,N
Gemcitabine,Genistein,1.00E-50,0.483267623,0,0.483267623,0.483267623,N
Cytarabine,Trastuzumab,0.082084999,1.00E-50,1.00E-50,0.082084999,0.082084999,N
Gemcitabine,Idarubicin,0.082084999,0.424740469,0.176229508,0.565016762,0.565016762,N
Gemcitabine,Imatinib,0.082084999,0.301704309,0.26744186,0.530447748,0.530447748,N
Gemcitabine,Irinotecan,0.082084999,0.34408007,0.240677966,0.542828344,0.542828344,N
Gemcitabine,Ixabepilone,0.082084999,0.344890964,0.257462687,0.553486762,0.553486762,N
Gemcitabine,Ketoconazole,0.082084999,0.345466067,0.179104478,0.506800621,0.506800621,N
Gemcitabine,Lansoprazole,0.082084999,0.364050592,0.194174757,0.529601528,0.529601528,N
Gemcitabine,Lapatinib,0.082084999,0.240957279,0.230046948,0.463545452,0.463545452,N
Gemcitabine,Lenalidomide,0.082084999,0.433392274,0.20173913,0.584826332,0.584826332,N
Gemcitabine,Letrozole,0.082084999,0.333837306,0.20735786,0.515314605,0.515314605,N
Gemcitabine,Leucovorin,1.00E-50,0.341520076,0.164319249,0.449721003,0.449721003,N
Gemcitabine,LG100268,1.00E-50,0.367223427,0,0.367223427,0.367223427,N
Gemcitabine,Linifanib,1.00E-50,0.302537839,1.00E-50,0.302537839,0.302537839,N
Cytarabine,Ganitumab,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Gemcitabine,Lomeguatrib,1.00E-50,0.351992729,1.00E-50,0.351992729,0.351992729,N
Gemcitabine,Lomustine,0.082084999,0.340359098,1.00E-50,0.394505721,0.394505721,N
Gemcitabine,Lonafarnib,1.00E-50,0.29277608,1.00E-50,0.29277608,0.29277608,N
Gemcitabine,Melphalan,0.082084999,0.354951691,1.00E-50,0.40790048,0.40790048,N
Gemcitabine,Metformin,0.082084999,0.168027243,0.171428571,0.367236344,0.367236344,N
Gemcitabine,Methoxsalen,0.082084999,0.354223004,1.00E-50,0.407231608,0.407231608,N
Gemcitabine,Midazolam,0.082084999,0.330737494,0.105571848,0.450529446,0.450529446,N
Gemcitabine,Midostaurin,0.082084999,0.1503263,1.00E-50,0.220071764,0.220071764,N
Gemcitabine,Mitomycin,0.082084999,0.294829775,1.00E-50,0.352713672,0.352713672,N
Gemcitabine,Mitoxantrone,0.082084999,0.36288977,0.275261324,0.576163374,0.576163374,N
Gemcitabine,Naloxone,0.22313016,0.399623497,0.098214286,0.579394159,0.579394159,N
Gemcitabine,Neratinib,1.00E-50,0.208916995,1.00E-50,0.208916995,0.208916995,N
Gemcitabine,NU6140,1.00E-50,0.334367213,1.00E-50,0.334367213,0.334367213,N
Gemcitabine,O6-benzylguanine,1.00E-50,0.413066541,1.00E-50,0.413066541,0.413066541,N
Gemcitabine,Obatoclax,1.00E-50,0.331578925,1.00E-50,0.331578925,0.331578925,N
Gemcitabine,Octreotide,0.082084999,0.538404984,0.177615572,0.651551614,0.651551614,N
Gemcitabine,Olaparib,0.082084999,0.442648207,0,0.488398428,0.488398428,N
Gemcitabine,Oxycodone,0.082084999,0.419325297,0.176190476,0.560901268,0.560901268,N
Gemcitabine,Pazopanib,0.082084999,0.21865551,0.224489796,0.443798011,0.443798011,N
Gemcitabine,Peloruside A,1.00E-50,0.336731392,1.00E-50,0.336731392,0.336731392,N
Gemcitabine,Pemetrexed,0.082084999,0.340845665,0.257028112,0.550466604,0.550466604,N
Gemcitabine,Perifosine,1.00E-50,0.174611252,1.00E-50,0.174611252,0.174611252,N
Gemcitabine,Phenoxodiol,1.00E-50,0.35199934,1.00E-50,0.35199934,0.35199934,N
Gemcitabine,Plitidepsin,1.00E-50,0.413043478,0,0.413043478,0.413043478,N
Gemcitabine,Prednisone,0.082084999,0.28679083,0.158031088,0.448792089,0.448792089,N
Gemcitabine,Pregabalin,0.082084999,0.415852364,0.123497268,0.530021095,0.530021095,N
Gemcitabine,Procainamide,0.082084999,0.287177831,1.00E-50,0.345689837,0.345689837,N
Gemcitabine,Propranolol,0.082084999,0.392515053,0.135849057,0.518132543,0.518132543,N
Gemcitabine,Rifampin,1.00E-50,0.309382699,0,0.309382699,0.309382699,N
Gemcitabine,Romidepsin,0.082084999,0.386565469,0,0.436919242,0.436919242,N
Gemcitabine,Rosiglitazone,0.082084999,0.492851847,1.00E-50,0.534481102,0.534481102,N
Gemcitabine,Sabarubicin,1.00E-50,0.57269363,1.00E-50,0.57269363,0.57269363,N
Gemcitabine,SC144,1.00E-50,0.294566256,1.00E-50,0.294566256,0.294566256,N
Gemcitabine,SCH 900776,1.00E-50,0.153406043,1.00E-50,0.153406043,0.153406043,N
Gemcitabine,Simvastatin,0.082084999,0.428393019,0.177304965,0.56834292,0.56834292,N
Gemcitabine,Sirolimus,0.082084999,0.311912705,0.243373494,0.522110423,0.522110423,N
Gemcitabine,Sodium butyrate,1.00E-50,0.225295567,1.00E-50,0.225295567,0.225295567,N
Gemcitabine,Sorafenib,0.082084999,0.238038423,0.248387097,0.474309938,0.474309938,N
Gemcitabine,Sunitinib,0.082084999,0.234618598,0.219858156,0.451907392,0.451907392,N
Gemcitabine,Tamoxifen,0.082084999,0.300475242,0.208823529,0.49198221,0.49198221,N
Gemcitabine,Taxane,1.00E-50,0.437307586,1.00E-50,0.437307586,0.437307586,N
Gemcitabine,Temozolomide,0.082084999,0.465288993,1.00E-50,0.509180745,0.509180745,N
Gemcitabine,Temsirolimus,0.082084999,0.49151329,0.251612903,0.650692134,0.650692134,N
Cytarabine,Gemtuzumab ozogamicin,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Gemcitabine,Theophylline,0.082084999,0.38842269,0.091269841,0.48986071,0.48986071,N
Gemcitabine,Tipifarnib,1.00E-50,0.318686748,0,0.318686748,0.318686748,N
Gemcitabine,Topotecan,0.082084999,0.37241268,0.293103448,0.59277682,0.59277682,N
Gemcitabine,Toremifene,0.082084999,0.372821803,0.146341463,0.50855196,0.50855196,N
Gemcitabine,Trabectedin,0.082084999,0.393471859,1.00E-50,0.443258721,0.443258721,N
Gemcitabine,Tretinoin,0.082084999,0.293714628,0.19330855,0.477013916,0.477013916,N
Gemcitabine,Trichostatin A,1.00E-50,0.300810214,1.00E-50,0.300810214,0.300810214,N
Gemcitabine,Trifluridine,0.082084999,0.400748234,0.00990099,0.455383975,0.455383975,N
Gemcitabine,Trimidox,1.00E-50,0.388750481,1.00E-50,0.388750481,0.388750481,N
Gemcitabine,Tubacin,1.00E-50,0.265247348,1.00E-50,0.265247348,0.265247348,N
Gemcitabine,Valproic Acid,1.00E-50,0.411951768,0.194895592,0.526559776,0.526559776,N
Gemcitabine,Vandetanib,0.082084999,0.562131555,0.18443804,0.672204432,0.672204432,N
Gemcitabine,Vinorelbine,0.082084999,0.36434423,0.302583026,0.593072562,0.593072562,N
Gemcitabine,Vitamin D2,1.00E-50,0.313561615,0.04784689,0.346405557,0.346405557,N
Gemcitabine,Vorinostat,0.082084999,0.122450306,0.142857143,0.30955769,0.30955769,N
Gemcitabine,Zibotentan,1.00E-50,0.377422745,1.00E-50,0.377422745,0.377422745,N
Gemcitabine,Zoledronic acid,0.082084999,0.301866671,0.234604106,0.509513602,0.509513602,N
Ganitumab,Dacarbazine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Genistein,Aflibercept,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Dacarbazine,Ipilimumab,0.082084999,1.00E-50,1.00E-50,1,0.082084999,P
Genistein,IL-27,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Genistein,Interferon alfa-2a,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Dasatinib,Ipilimumab,0.135335283,1.00E-50,0,0.135335283,0.135335283,N
Genistein,L744832,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Genistein,Peginterferon alfa-2b,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Dasatinib,Pertuzumab,0.135335283,1.00E-50,0,0.135335283,0.135335283,N
Dasatinib,Rituximab,0.135335283,1.00E-50,0,0.135335283,0.135335283,N
Genistein,Romiplostim,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Genistein,Sorivudine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Dasatinib,Trastuzumab,0.135335283,1.00E-50,0,0.135335283,0.135335283,N
Genistein,Trebananib,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Genistein,Trientine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Genistein,17-DMAG,1.00E-50,0.291189816,1.00E-50,0.291189816,0.291189816,N
Genistein,2-Methoxyestradiol,1.00E-50,0.260882383,1.00E-50,0.260882383,0.260882383,N
Genistein,ABT-737,1.00E-50,0.302076233,1.00E-50,0.302076233,0.302076233,N
Genistein,AEE788,1.00E-50,0.290524769,1.00E-50,0.290524769,0.290524769,N
Genistein,Aminophylline,1.00E-50,0.234631666,0,0.234631666,0.234631666,N
Genistein,Anastrozole,1.00E-50,0.339299417,0,0.339299417,0.339299417,N
Genistein,Arzoxifene,1.00E-50,0.404987553,1.00E-50,0.404987553,0.404987553,N
Genistein,Azacitidine,1.00E-50,0.377198506,0,0.377198506,0.377198506,N
Genistein,Bexarotene,1.00E-50,0.370525358,1.00E-50,0.370525358,0.370525358,N
Genistein,Bosutinib,1.00E-50,0.368476666,0,0.368476666,0.368476666,N
Genistein,Busulfan,1.00E-50,0.112987813,1.00E-50,0.112987813,0.112987813,N
Genistein,Canfosfamide,1.00E-50,0.286184996,0,0.286184996,0.286184996,N
Genistein,Carboplatin,1.00E-50,0.250728677,1.00E-50,0.250728677,0.250728677,N
Genistein,Carvedilol,1.00E-50,0.41306826,0,0.41306826,0.41306826,N
Genistein,Celecoxib,1.00E-50,0.191481055,0,0.191481055,0.191481055,N
Genistein,Chlorambucil,1.00E-50,0.255242129,1.00E-50,0.255242129,0.255242129,N
Genistein,CI-1040,1.00E-50,0.348732417,1.00E-50,0.348732417,0.348732417,N
Genistein,Clofarabine,1.00E-50,0.19977655,0,0.19977655,0.19977655,N
Genistein,Dacarbazine,1.00E-50,0.121195088,1.00E-50,0.121195088,0.121195088,N
Genistein,Daunorubicin,1.00E-50,0.412812952,0,0.412812952,0.412812952,N
Genistein,Dexamethasone,1.00E-50,0.474900506,0,0.474900506,0.474900506,N
Genistein,Discodermolide,1.00E-50,0.388918993,1.00E-50,0.388918993,0.388918993,N
Genistein,Doxorubicin,1.00E-50,0.389237601,0,0.389237601,0.389237601,N
Genistein,Enalapril,1.00E-50,0.382492266,0,0.382492266,0.382492266,N
Genistein,Epirubicin,1.00E-50,0.403629104,0,0.403629104,0.403629104,N
Genistein,Etodolac,1.00E-50,0.34958636,0,0.34958636,0.34958636,N
Genistein,Everolimus,1.00E-50,0.248924666,0,0.248924666,0.248924666,N
Genistein,Fenretinide,1.00E-50,0.274554014,1.00E-50,0.274554014,0.274554014,N
Genistein,Fluorouracil,1.00E-50,0.304997335,0,0.304997335,0.304997335,N
Genistein,Fulvestrant,1.00E-50,0.229941797,0,0.229941797,0.229941797,N
Genistein,Gefitinib,1.00E-50,0.242849662,0,0.242849662,0.242849662,N
Dasatinib,Ganitumab,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Genistein,Idarubicin,1.00E-50,0.39925036,0,0.39925036,0.39925036,N
Genistein,Imatinib,1.00E-50,0.301024545,0,0.301024545,0.301024545,N
Genistein,Irinotecan,1.00E-50,0.314728259,0,0.314728259,0.314728259,N
Genistein,Ixabepilone,1.00E-50,0.381231231,0,0.381231231,0.381231231,N
Genistein,Ketoconazole,1.00E-50,0.367912351,0,0.367912351,0.367912351,N
Genistein,Lansoprazole,1.00E-50,0.385030217,0,0.385030217,0.385030217,N
Genistein,Lapatinib,1.00E-50,0.234014004,0,0.234014004,0.234014004,N
Genistein,Lenalidomide,1.00E-50,0.461366822,0,0.461366822,0.461366822,N
Genistein,Letrozole,1.00E-50,0.374471568,0,0.374471568,0.374471568,N
Genistein,Leucovorin,1.00E-50,0.332797718,0,0.332797718,0.332797718,N
Genistein,LG100268,1.00E-50,0.382952044,1.00E-50,0.382952044,0.382952044,N
Genistein,Linifanib,1.00E-50,0.340027656,1.00E-50,0.340027656,0.340027656,N
Dasatinib,Gemtuzumab ozogamicin,1.00E-50,1.00E-50,0,1.00E-50,1.00E-50,N
Genistein,Lomeguatrib,1.00E-50,0.33586981,1.00E-50,0.33586981,0.33586981,N
Genistein,Lomustine,1.00E-50,0.374947874,1.00E-50,0.374947874,0.374947874,N
Genistein,Lonafarnib,1.00E-50,0.267871128,1.00E-50,0.267871128,0.267871128,N
Genistein,Melphalan,1.00E-50,0.349634263,1.00E-50,0.349634263,0.349634263,N
Genistein,Metformin,1.00E-50,0.157831507,0,0.157831507,0.157831507,N
Genistein,Methoxsalen,1.00E-50,0.376166243,1.00E-50,0.376166243,0.376166243,N
Genistein,Midazolam,1.00E-50,0.360724024,0,0.360724024,0.360724024,N
Genistein,Midostaurin,1.00E-50,0.115656265,1.00E-50,0.115656265,0.115656265,N
Genistein,Mitomycin,1.00E-50,0.270901283,1.00E-50,0.270901283,0.270901283,N
Genistein,Mitoxantrone,1.00E-50,0.388222778,0,0.388222778,0.388222778,N
Genistein,Naloxone,1.00E-50,0.408147429,0,0.408147429,0.408147429,N
Genistein,Neratinib,1.00E-50,0.180844034,1.00E-50,0.180844034,0.180844034,N
Genistein,NU6140,1.00E-50,0.343950343,1.00E-50,0.343950343,0.343950343,N
Genistein,O6-benzylguanine,1.00E-50,0.402771168,1.00E-50,0.402771168,0.402771168,N
Genistein,Obatoclax,1.00E-50,0.320543983,1.00E-50,0.320543983,0.320543983,N
Genistein,Octreotide,1.00E-50,0.531388403,0,0.531388403,0.531388403,N
Genistein,Olaparib,1.00E-50,0.475497778,1.00E-50,0.475497778,0.475497778,N
Genistein,Oxaliplatin,1.00E-50,0.350587037,1.00E-50,0.350587037,0.350587037,N
Genistein,Oxycodone,1.00E-50,0.332238077,0,0.332238077,0.332238077,N
Genistein,Paclitaxel,1.00E-50,0.359109799,0,0.359109799,0.359109799,N
Genistein,Pazopanib,1.00E-50,0.248462088,0,0.248462088,0.248462088,N
Genistein,Peloruside A,1.00E-50,0.327461608,1.00E-50,0.327461608,0.327461608,N
Genistein,Pemetrexed,1.00E-50,0.344934054,0,0.344934054,0.344934054,N
Genistein,Perifosine,1.00E-50,0.165830247,1.00E-50,0.165830247,0.165830247,N
Genistein,Phenoxodiol,1.00E-50,0.433440291,1.00E-50,0.433440291,0.433440291,N
Genistein,Plitidepsin,1.00E-50,0.37571464,1.00E-50,0.37571464,0.37571464,N
Genistein,Prednisone,1.00E-50,0.292362852,0,0.292362852,0.292362852,N
Genistein,Pregabalin,1.00E-50,0.347607702,0,0.347607702,0.347607702,N
Genistein,Procainamide,1.00E-50,0.329909067,1.00E-50,0.329909067,0.329909067,N
Genistein,Propranolol,1.00E-50,0.438472691,0,0.438472691,0.438472691,N
Genistein,Rifampin,1.00E-50,0.282775562,1.00E-50,0.282775562,0.282775562,N
Genistein,Romidepsin,1.00E-50,0.350278325,1.00E-50,0.350278325,0.350278325,N
Genistein,Sabarubicin,1.00E-50,0.617783122,1.00E-50,0.617783122,0.617783122,N
Genistein,SC144,1.00E-50,0.305814263,1.00E-50,0.305814263,0.305814263,N
Genistein,SCH 900776,1.00E-50,0.126062357,1.00E-50,0.126062357,0.126062357,N
Genistein,Simvastatin,1.00E-50,0.339278101,0,0.339278101,0.339278101,N
Genistein,Sirolimus,1.00E-50,0.255521848,0,0.255521848,0.255521848,N
Genistein,Sodium butyrate,1.00E-50,0.233741653,1.00E-50,0.233741653,0.233741653,N
Genistein,Sunitinib,1.00E-50,0.225694805,0,0.225694805,0.225694805,N
Genistein,Tamoxifen,1.00E-50,0.362464804,0,0.362464804,0.362464804,N
Genistein,Taxane,1.00E-50,0.347071745,1.00E-50,0.347071745,0.347071745,N
Genistein,Temozolomide,1.00E-50,0.463827153,1.00E-50,0.463827153,0.463827153,N
Genistein,Temsirolimus,1.00E-50,0.455685118,0,0.455685118,0.455685118,N
Decitabine,Ipilimumab,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Genistein,Theophylline,1.00E-50,0.35219202,0,0.35219202,0.35219202,N
Genistein,Tipifarnib,1.00E-50,0.363466111,1.00E-50,0.363466111,0.363466111,N
Genistein,Topotecan,1.00E-50,0.349870166,0,0.349870166,0.349870166,N
Genistein,Toremifene,1.00E-50,0.427943561,0,0.427943561,0.427943561,N
Genistein,Trabectedin,1.00E-50,0.360279036,1.00E-50,0.360279036,0.360279036,N
Genistein,Tretinoin,1.00E-50,0.312970796,0,0.312970796,0.312970796,N
Genistein,Trichostatin A,1.00E-50,0.319712851,1.00E-50,0.319712851,0.319712851,N
Genistein,Trifluridine,1.00E-50,0.281834652,0,0.281834652,0.281834652,N
Genistein,Trimidox,1.00E-50,0.457726261,1.00E-50,0.457726261,0.457726261,N
Genistein,Tubacin,1.00E-50,0.155702081,1.00E-50,0.155702081,0.155702081,N
Genistein,Valproic Acid,1.00E-50,0.419404267,0,0.419404267,0.419404267,N
Genistein,Vandetanib,1.00E-50,0.547272429,0,0.547272429,0.547272429,N
Genistein,Vinorelbine,1.00E-50,0.381364047,0,0.381364047,0.381364047,N
Genistein,Vitamin D2,1.00E-50,0.314656085,0,0.314656085,0.314656085,N
Genistein,Vorinostat,1.00E-50,0.121403959,0,0.121403959,0.121403959,N
Genistein,Zibotentan,1.00E-50,0.363033671,1.00E-50,0.363033671,0.363033671,N
Genistein,Zoledronic acid,1.00E-50,0.367027671,0,0.367027671,0.367027671,N
H-7,Vincristine,1.00E-50,0.358569177,1.00E-50,0.358569177,0.358569177,0
H-7,Aflibercept,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
H-7,Aldesleukin,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
H-7,Anakinra,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Decitabine,Pertuzumab,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Decitabine,Rituximab,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Decitabine,Trastuzumab,0.082084999,1.00E-50,0,0.082084999,0.082084999,N
Decitabine,Ganitumab,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
H-7,IL-27,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
H-7,Interferon alfa-2a,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Decitabine,Gemtuzumab ozogamicin,1.00E-50,1.00E-50,0,1.00E-50,1.00E-50,N
H-7,L744832,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
H-7,Peginterferon alfa-2b,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Diphenhydramine,Ipilimumab,0.22313016,1.00E-50,0,0.22313016,0.22313016,N
Diphenhydramine,Pertuzumab,0.22313016,1.00E-50,0,0.22313016,0.22313016,N
H-7,Romiplostim,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
H-7,Sorivudine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Diphenhydramine,Rituximab,0.22313016,1.00E-50,0,0.22313016,0.22313016,N
H-7,Trebananib,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
H-7,Trientine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
H-7,17-DMAG,1.00E-50,0.19908741,1.00E-50,0.19908741,0.19908741,N
H-7,2-Deoxyinosine,1.00E-50,0.361574432,1.00E-50,0.361574432,0.361574432,N
H-7,2-Methoxyestradiol,1.00E-50,0.209680126,1.00E-50,0.209680126,0.209680126,N
H-7,Abiraterone,1.00E-50,0.210866583,1.00E-50,0.210866583,0.210866583,N
H-7,ABT-737,1.00E-50,0.25276061,1.00E-50,0.25276061,0.25276061,N
H-7,ABT-751,1.00E-50,0.447109952,1.00E-50,0.447109952,0.447109952,N
H-7,AEE788,1.00E-50,0.353213338,1.00E-50,0.353213338,0.353213338,N
H-7,Afatinib,1.00E-50,0.321329756,1.00E-50,0.321329756,0.321329756,N
H-7,Aminophylline,1.00E-50,0.175354798,1.00E-50,0.175354798,0.175354798,N
H-7,Anastrozole,1.00E-50,0.414740717,1.00E-50,0.414740717,0.414740717,N
H-7,Arsenic trioxide,1.00E-50,0.197580681,1.00E-50,0.197580681,0.197580681,N
H-7,Arzoxifene,1.00E-50,0.340938881,1.00E-50,0.340938881,0.340938881,N
H-7,Axitinib,1.00E-50,0.362648073,1.00E-50,0.362648073,0.362648073,N
H-7,Azacitidine,1.00E-50,0.288451658,1.00E-50,0.288451658,0.288451658,N
H-7,Bexarotene,1.00E-50,0.25505197,1.00E-50,0.25505197,0.25505197,N
H-7,Bortezomib,1.00E-50,0.287889784,1.00E-50,0.287889784,0.287889784,N
H-7,Bosutinib,1.00E-50,0.301701104,1.00E-50,0.301701104,0.301701104,N
H-7,Busulfan,1.00E-50,0.126877055,1.00E-50,0.126877055,0.126877055,N
H-7,Cabazitaxel,1.00E-50,0.411290489,1.00E-50,0.411290489,0.411290489,N
