Drug	DEG	logFC
Trichostatin A	RAD23A	1
Trichostatin A	ARFGAP2	1
Trichostatin A	WARS2	1
Trichostatin A	SLC45A1	1
Trichostatin A	POLE4	1
Trichostatin A	NDUFS8	1
Trichostatin A	FAM46A	1
Trichostatin A	TSPAN33	1
Trichostatin A	PLCD1	1
Trichostatin A	INO80C	1
Trichostatin A	ZNF24	1
Trichostatin A	STXBP2	1
Trichostatin A	DUSP10	1
Trichostatin A	BBS2	1
Trichostatin A	MXD1	1
Trichostatin A	LNX2	1
Trichostatin A	CDKN3	1
Trichostatin A	ECE1	1
Trichostatin A	TMEM60	1
Trichostatin A	IRF2BP2	1
Trichostatin A	ALAD	1
Trichostatin A	NRBF2	1
Trichostatin A	MYO1C	1
Trichostatin A	CPM	1
Trichostatin A	C12orf43	1
Trichostatin A	GPR107	1
Trichostatin A	PRDX2	1
Trichostatin A	GATM	1
Trichostatin A	PANK4	1
Trichostatin A	TXNRD2	1
Trichostatin A	EFNB2	1
Trichostatin A	CXADR	1
Trichostatin A	PGK1	1
Trichostatin A	RAB26	1
Trichostatin A	ZFP41	1
Trichostatin A	RCAN1	1
Trichostatin A	TOX4	1
Trichostatin A	STX3	1
Trichostatin A	SGPL1	1
Trichostatin A	PHLDA1	1
Trichostatin A	SYNCRIP	1
Trichostatin A	CDKN2D	1
Trichostatin A	MYB	1
Trichostatin A	PEMT	1
Trichostatin A	CASC4	1
Trichostatin A	NETO2	1
Trichostatin A	HUWE1	1
Trichostatin A	GART	1
Trichostatin A	FLYWCH2	1
Trichostatin A	LOC392288 /// MAP1LC3B	1
Trichostatin A	SNRNP40	1
Trichostatin A	TRRAP	1
Trichostatin A	NLN	1
Trichostatin A	DAP3	1
Trichostatin A	ADCY7	1
Trichostatin A	FLOT2	1
Trichostatin A	DOCK2	1
Trichostatin A	SIRT5	1
Trichostatin A	SLC4A2	1
Trichostatin A	SDF2	1
Trichostatin A	EFNA3	1
Trichostatin A	CARS	1
Trichostatin A	DCAF8	1
Trichostatin A	GTF2B	1
Trichostatin A	IFNGR1	1
Trichostatin A	PEX16	1
Trichostatin A	N4BP2	1
Trichostatin A	EPB41L2	1
Trichostatin A	ISOC2	1
Trichostatin A	PIGN	1
Trichostatin A	GAMT	1
Trichostatin A	BNIP3L	1
Trichostatin A	SPP1	1
Trichostatin A	LYPLAL1	1
Trichostatin A	VEZF1	1
Trichostatin A	CARKD	1
Trichostatin A	LRRC1	1
Trichostatin A	CHTF8	1
Trichostatin A	STUB1	1
Trichostatin A	TIGD2	1
Trichostatin A	TNFAIP3	1
Trichostatin A	PER1	1
Trichostatin A	RIMBP3 /// RIMBP3B /// RIMBP3C	1
Trichostatin A	PDK3	1
Trichostatin A	TXN2	1
Trichostatin A	ICA1	1
Trichostatin A	HDAC5	1
Trichostatin A	C9orf21	1
Trichostatin A	TMCC2	1
Trichostatin A	WDR59	1
Trichostatin A	SURF1	1
Trichostatin A	RAF1	1
Trichostatin A	CNNM4	1
Trichostatin A	ITM2B	1
Trichostatin A	C19orf40	1
Trichostatin A	BIRC3	1
Trichostatin A	HADH	1
Trichostatin A	KIAA1683	1
Trichostatin A	XRCC5	1
Trichostatin A	SHOC2	1
Trichostatin A	POR	1
Trichostatin A	FUNDC1	1
Trichostatin A	POLR3E	1
Trichostatin A	STXBP1	1
Trichostatin A	TRNP1	1
Trichostatin A	RAB22A	1
Trichostatin A	ATP5J2	1
Trichostatin A	C1orf74	1
Trichostatin A	RPAIN	1
Trichostatin A	ALDH5A1	1
Trichostatin A	PCCB	1
Trichostatin A	SH2D1A	1
Trichostatin A	TCERG1	1
Trichostatin A	USP53	1
Trichostatin A	PCNT	1
Trichostatin A	NDUFA6	1
Trichostatin A	SLC9A3R1	1
Trichostatin A	RABGGTA	1
Trichostatin A	CLK2	1
Trichostatin A	DYNLRB1	1
Trichostatin A	C1orf43	1
Trichostatin A	C20orf11	1
Trichostatin A	NUP153	1
Trichostatin A	FBXO15	1
Trichostatin A	OASL	1
Trichostatin A	CHMP6	1
Trichostatin A	KCTD6	1
Trichostatin A	ZCCHC3	1
Trichostatin A	CCND2	1
Trichostatin A	TRIM26	1
Trichostatin A	DYRK3	1
Trichostatin A	CAB39L	1
Trichostatin A	AGL	1
Trichostatin A	C19orf10	1
Trichostatin A	ZAP70	1
Trichostatin A	TMEM169	1
Trichostatin A	TBPL1	1
Trichostatin A	CTSA	1
Trichostatin A	ILF3	1
Trichostatin A	C10orf10	1
Trichostatin A	PPM1G	1
Trichostatin A	TOMM22	1
Trichostatin A	ZAK	1
Trichostatin A	UBE2D1	1
Trichostatin A	BIN3	1
Trichostatin A	VPS37B	1
Trichostatin A	CTNNA1	1
Trichostatin A	PHF10	1
Trichostatin A	MPND	1
Trichostatin A	HEATR5A	1
Trichostatin A	QPRT	1
Trichostatin A	PRPF8	1
Trichostatin A	DSTN	1
Trichostatin A	SPSB2	1
Trichostatin A	HLA-DPB1	1
Trichostatin A	C19orf62	1
Trichostatin A	INTS3	1
Trichostatin A	PUM1	1
Trichostatin A	CNOT2	1
Trichostatin A	ULBP1	1
Trichostatin A	ZG16B	1
Trichostatin A	PFDN6	1
Trichostatin A	TMEM2	1
Trichostatin A	EIF4G1	1
Trichostatin A	MPZL1	1
Trichostatin A	FUT10	1
Trichostatin A	MRPL49	1
Trichostatin A	RAB21	1
Trichostatin A	YPEL3	1
Trichostatin A	POLR1D	1
Trichostatin A	KIF1B	1
Trichostatin A	ARID1B	1
Trichostatin A	RUNX2	1
Trichostatin A	AURKB	1
Trichostatin A	FMNL2	1
Trichostatin A	March 2	1
Trichostatin A	AIM1	1
Trichostatin A	SGK3	1
Trichostatin A	C6orf203	1
Trichostatin A	MAN2C1	1
Trichostatin A	SLC35A4	1
Trichostatin A	RPS15A	1
Trichostatin A	RILPL2	1
Trichostatin A	UBA2	1
Trichostatin A	DOT1L	1
Trichostatin A	CHCHD7	1
Trichostatin A	NDUFS6	1
Trichostatin A	CEP110	1
Trichostatin A	CSRP2	1
Trichostatin A	TMPPE	1
Trichostatin A	ATP6AP2	1
Trichostatin A	ZNF469	1
Trichostatin A	OGDHL	1
Trichostatin A	NPTN	1
Trichostatin A	TSPAN9	1
Trichostatin A	CDYL	1
Trichostatin A	UBE2H	1
Trichostatin A	SLC22A1	1
Trichostatin A	C12orf75	1
Trichostatin A	COPZ1	1
Trichostatin A	ATP5D	1
Trichostatin A	RPUSD4	1
Trichostatin A	TSEN54	1
Trichostatin A	LAPTM4A	1
Trichostatin A	SPIN1	1
Trichostatin A	BAT1	1
Trichostatin A	MPRIP	1
Trichostatin A	TRIM27	1
Trichostatin A	RPRD1B	1
Trichostatin A	ERO1LB	1
Trichostatin A	TMTC3	1
Trichostatin A	HDAC3	1
Trichostatin A	NAP1L4	1
Trichostatin A	PRKCD	1
Trichostatin A	SASH3	1
Trichostatin A	HEY1	1
Trichostatin A	NFKB2	1
Trichostatin A	IL10RA	1
Trichostatin A	ZFP36	1
Trichostatin A	DOM3Z	1
Trichostatin A	PTPN6	1
Trichostatin A	AMDHD1	1
Trichostatin A	ALDH6A1	1
Trichostatin A	ZNF330	1
Trichostatin A	PDGFRL	1
Trichostatin A	GPS1	1
Trichostatin A	SNPH	1
Trichostatin A	PATL1	1
Trichostatin A	ATP6V1A	1
Trichostatin A	TSR2	1
Trichostatin A	LSS	1
Trichostatin A	TUBA4A	1
Trichostatin A	SRPR	1
Trichostatin A	PMS1	1
Trichostatin A	PFKFB3	1
Trichostatin A	SF3B5	1
Trichostatin A	PTMS	1
Trichostatin A	EIF3D	1
Trichostatin A	CNOT10	1
Trichostatin A	ISCA2	1
Trichostatin A	CPNE2	1
Trichostatin A	KLHL24	1
Trichostatin A	STK17A	1
Trichostatin A	METTL3	1
Trichostatin A	CAD	1
Trichostatin A	STAT5B	1
Trichostatin A	RPS19BP1	1
Trichostatin A	THY1	1
Trichostatin A	GPCPD1	1
Trichostatin A	GCA	1
Trichostatin A	TBC1D15	1
Trichostatin A	OCIAD2	1
Trichostatin A	MRPS7	1
Trichostatin A	CHCHD8	1
Trichostatin A	SERPINB9	1
Trichostatin A	SGTB	1
Trichostatin A	TUBB6	1
Trichostatin A	TPCN1	1
Trichostatin A	TDRKH	1
Trichostatin A	TSG101	1
Trichostatin A	ESYT1	1
Trichostatin A	CAMK2D	1
Trichostatin A	PPP3CC	1
Trichostatin A	BEX5	1
Trichostatin A	SSBP1	1
Trichostatin A	ZBTB8A	1
Trichostatin A	RDH10	1
Trichostatin A	C11orf31	1
Trichostatin A	PPP2R2B	1
Trichostatin A	CCNE1	1
Trichostatin A	TOMM34	1
Trichostatin A	PTAR1	1
Trichostatin A	TRIP13	1
Trichostatin A	C18orf25	1
Trichostatin A	CHST2	1
Trichostatin A	SAP130	1
Trichostatin A	GYS1	1
Trichostatin A	ZNF689	1
Trichostatin A	CSNK2A2	1
Trichostatin A	SRPRB	1
Trichostatin A	CDO1	1
Trichostatin A	DDX56	1
Trichostatin A	GABPB1	1
Trichostatin A	LEPRE1	1
Trichostatin A	OBFC2B	1
Trichostatin A	HSPB11	1
Trichostatin A	FKBP1B	1
Trichostatin A	WASF3	1
Trichostatin A	TCEAL1	1
Trichostatin A	ASPH	1
Trichostatin A	IER3	1
Trichostatin A	SQRDL	1
Trichostatin A	YIPF5	1
Trichostatin A	DOK3	1
Trichostatin A	BLOC1S1	1
Trichostatin A	CARNS1	1
Trichostatin A	GLMN	1
Trichostatin A	PIM1	1
Trichostatin A	OXNAD1	1
Trichostatin A	PLEKHJ1	1
Trichostatin A	TOR2A	1
Trichostatin A	TIFA	1
Trichostatin A	HNRNPU	1
Trichostatin A	CLN6	1
Trichostatin A	RAD51C	1
Trichostatin A	SH2D3A	1
Trichostatin A	UBAP1	1
Trichostatin A	C16orf42	1
Trichostatin A	TEX14	1
Trichostatin A	GRAMD1A	1
Trichostatin A	MFAP1	1
Trichostatin A	BNIP1	1
Trichostatin A	ZNF367	1
Trichostatin A	ACSF2	1
Trichostatin A	CDKN1C	1
Trichostatin A	TMEM44	1
Trichostatin A	RXRB	1
Trichostatin A	STRN4	1
Trichostatin A	ALDH3A2	1
Trichostatin A	NOMO1 /// NOMO2 /// NOMO3	1
Trichostatin A	C2orf79	1
Trichostatin A	TFDP1	1
Trichostatin A	DENND3	1
Trichostatin A	TMEM106A	1
Trichostatin A	BLOC1S2	1
Trichostatin A	LRP11	1
Trichostatin A	TTC1	1
Trichostatin A	C9orf95	1
Trichostatin A	FKBP3	1
Trichostatin A	ESPL1	1
Trichostatin A	PTS	1
Trichostatin A	WDR83	1
Trichostatin A	INTS12	1
Trichostatin A	CYLD	1
Trichostatin A	PI4KA	1
Trichostatin A	ADRBK1	1
Trichostatin A	REEP6	1
Trichostatin A	LOC441722 /// U2AF1	1
Trichostatin A	PIK3R4	1
Trichostatin A	U2AF1L4	1
Trichostatin A	SPATA20	1
Trichostatin A	CDK1	1
Trichostatin A	PRMT1	1
Trichostatin A	MRPL50	1
Trichostatin A	LARP7	1
Trichostatin A	SLC38A9	1
Trichostatin A	SNRK	1
Trichostatin A	ASF1A	1
Trichostatin A	FOXD1	1
Trichostatin A	TNFSF9	1
Trichostatin A	SETD7	1
Trichostatin A	SVIL	1
Trichostatin A	CENPM	1
Trichostatin A	PKM2	1
Trichostatin A	NAP1L5	1
Trichostatin A	RAD9A	1
Trichostatin A	GLRX2	1
Trichostatin A	BBS7	1
Trichostatin A	DOCK4	1
Trichostatin A	RAD21	1
Trichostatin A	GTF2A2	1
Trichostatin A	C16orf79	1
Trichostatin A	SPTAN1	1
Trichostatin A	CLCNKA /// CLCNKB	1
Trichostatin A	ARHGAP17	1
Trichostatin A	MEIS1	1
Trichostatin A	ZNF33A /// ZNF33B	1
Trichostatin A	C11orf82	1
Trichostatin A	MLST8	1
Trichostatin A	TMEM80	1
Trichostatin A	AGTRAP	1
Trichostatin A	BCORL1	1
Trichostatin A	HECA	1
Trichostatin A	TM9SF1	1
Trichostatin A	SMU1	1
Trichostatin A	GPN3	1
Trichostatin A	ACD	1
Trichostatin A	ARID3A	1
Trichostatin A	TOM1L2	1
Trichostatin A	PTPN1	1
Trichostatin A	NMB	1
Trichostatin A	RAB40A	1
Trichostatin A	CLP1	1
Trichostatin A	PAIP2	1
Trichostatin A	TPR	1
Trichostatin A	SRR	1
Trichostatin A	CCDC28B	1
Trichostatin A	SOD2	1
Trichostatin A	GPR183	1
Trichostatin A	XRCC4	1
Trichostatin A	SPATC1	1
Trichostatin A	CD9	1
Trichostatin A	CEP70	1
Trichostatin A	KIF21A	1
Trichostatin A	FBXL14	1
Trichostatin A	OCIAD1	1
Trichostatin A	C1orf93	1
Trichostatin A	CDC42EP4	1
Trichostatin A	PGPEP1	1
Trichostatin A	CUL7	1
Trichostatin A	STAT3	1
Trichostatin A	ERGIC3	1
Trichostatin A	KIAA1407	1
Trichostatin A	SPOCK2	1
Trichostatin A	MIPEP	1
Trichostatin A	BAZ1A	1
Trichostatin A	MTMR6	1
Trichostatin A	C1orf183	1
Trichostatin A	WDR70	1
Trichostatin A	UTP20	1
Trichostatin A	FBN1	1
Trichostatin A	ADNP	1
Trichostatin A	AIP	1
Trichostatin A	MAP4K1	1
Trichostatin A	AMPH	1
Trichostatin A	RAB39B	1
Trichostatin A	COPA	1
Trichostatin A	UBL5	1
Trichostatin A	DNM1	1
Trichostatin A	CHMP4A	1
Trichostatin A	CDC37L1	1
Trichostatin A	TARDBP	1
Trichostatin A	PTP4A3	1
Trichostatin A	ISL2	1
Trichostatin A	POGK	1
Trichostatin A	PLEKHG2	1
Trichostatin A	ZNF320	1
Trichostatin A	SORT1	1
Trichostatin A	SLC25A44	1
Trichostatin A	OSBPL9	1
Trichostatin A	FAM108B1	1
Trichostatin A	S1PR4	1
Trichostatin A	C7orf60	1
Trichostatin A	C11orf10	1
Trichostatin A	NIT1	1
Trichostatin A	ATXN10	1
Trichostatin A	PSMG1	1
Trichostatin A	NUDT6	1
Trichostatin A	TRAPPC9	1
Trichostatin A	CDC16	1
Trichostatin A	PDCD2	1
Trichostatin A	H1FX	1
Trichostatin A	CD320	1
Trichostatin A	KLHL25	1
Trichostatin A	DHRS1	1
Trichostatin A	FERMT2	1
Trichostatin A	VPS37A	1
Trichostatin A	RAB1B	1
Trichostatin A	NXT1	1
Trichostatin A	AKIRIN2	1
Trichostatin A	ZNF784	1
Trichostatin A	MED12	1
Trichostatin A	PITPNA	1
Trichostatin A	CD6	1
Trichostatin A	PITPNB	1
Trichostatin A	SYT11	1
Trichostatin A	INSIG1	1
Trichostatin A	CLIC4	1
Trichostatin A	TOP2A	1
Trichostatin A	PRDX3	1
Trichostatin A	NLRC5	1
Trichostatin A	LDOC1L	1
Trichostatin A	DDX46	1
Trichostatin A	PARM1	1
Trichostatin A	C6orf192	1
Trichostatin A	TUT1	1
Trichostatin A	TMC4	1
Trichostatin A	IDH3G	1
Trichostatin A	KDM1A	1
Trichostatin A	RAB11B	1
Trichostatin A	TSPO	1
Trichostatin A	SLC41A2	1
Trichostatin A	BCL3	1
Trichostatin A	CD81	1
Trichostatin A	HDAC7	1
Trichostatin A	VCAM1	1
Trichostatin A	MAGI3	1
Trichostatin A	HNRNPK	1
Trichostatin A	USP7	1
Trichostatin A	LARP1	1
Trichostatin A	UCHL5	1
Trichostatin A	MAPK10	1
Trichostatin A	NCKAP1	1
Trichostatin A	FOXM1	1
Trichostatin A	HNRNPD	1
Trichostatin A	MYCBP	1
Trichostatin A	GSTP1	1
Trichostatin A	KRAS	1
Trichostatin A	PEX6	1
Trichostatin A	IFT57	1
Trichostatin A	SH3BGRL3	1
Trichostatin A	TMX2	1
Trichostatin A	C14orf142	1
Trichostatin A	MTMR14	1
Trichostatin A	ANKRD57	1
Trichostatin A	C10orf35	1
Trichostatin A	FOXD4L1	1
Trichostatin A	SIAE	1
Trichostatin A	SRPK2	1
Trichostatin A	CYB5R4	1
Trichostatin A	MRPL34	1
Trichostatin A	SPN	1
Trichostatin A	MAP2K1	1
Trichostatin A	STAC	1
Trichostatin A	VCP	1
Trichostatin A	SLC41A1	1
Trichostatin A	PIAS3	1
Trichostatin A	C22orf36	1
Trichostatin A	GTF2I /// GTF2IP1 /// LOC100093631	1
Trichostatin A	C5orf33	1
Trichostatin A	UBE2L6	1
Trichostatin A	RAB15	1
Trichostatin A	FEM1A	1
Trichostatin A	TUBA1A	1
Trichostatin A	PDK2	1
Trichostatin A	DUSP5	1
Trichostatin A	C15orf37	1
Trichostatin A	BPGM	1
Trichostatin A	HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// HLA-DRB5	1
Trichostatin A	PPP1R8	1
Trichostatin A	NSUN5	1
Trichostatin A	NDUFAF3	1
Trichostatin A	OSBPL7	1
Trichostatin A	BHLHE22	1
Trichostatin A	HK1	1
Trichostatin A	DDAH2	1
Trichostatin A	SLC17A5	1
Trichostatin A	QSOX1	1
Trichostatin A	CYTH4	1
Trichostatin A	MRPS5	1
Trichostatin A	CTSK	1
Trichostatin A	SLC24A3	1
Trichostatin A	CCBL2	1
Trichostatin A	MXI1	1
Trichostatin A	HES7	1
Trichostatin A	ABHD3	1
Trichostatin A	CHST12	1
Trichostatin A	SPOP	1
Trichostatin A	C22orf28	1
Trichostatin A	TBC1D4	1
Trichostatin A	GNS	1
Trichostatin A	PPIC	1
Trichostatin A	PRR13	1
Trichostatin A	SERPINB8	1
Trichostatin A	MAPK14	1
Trichostatin A	ZNF260	1
Trichostatin A	CHRNA10	1
Trichostatin A	CLN8	1
Trichostatin A	INTS6	1
Trichostatin A	PFN1	1
Trichostatin A	EZH1	1
Trichostatin A	THADA	1
Trichostatin A	PSMD6	1
Trichostatin A	AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B	1
Trichostatin A	C1orf103	1
Trichostatin A	TWISTNB	1
Trichostatin A	PPIL2	1
Trichostatin A	PCSK7	1
Trichostatin A	PSMA1	1
Trichostatin A	DGKA	1
Trichostatin A	TIPARP	1
Trichostatin A	CTDSP1	1
Trichostatin A	SERP1	1
Trichostatin A	EMILIN2	1
Trichostatin A	TMEM222	1
Trichostatin A	KIAA1324	1
Trichostatin A	CHCHD1	1
Trichostatin A	XPOT	1
Trichostatin A	WWC3	1
Trichostatin A	AMICA1	1
Trichostatin A	ARRDC2	1
Trichostatin A	LRBA	1
Trichostatin A	CTNNAL1	1
Trichostatin A	DDX59	1
Trichostatin A	ZNF193	1
Trichostatin A	FAM120B	1
Trichostatin A	SAMD10	1
Trichostatin A	DNMBP	1
Trichostatin A	Septin 6	1
Trichostatin A	WEE1	1
Trichostatin A	HCFC1R1	1
Trichostatin A	PARL	1
Trichostatin A	ATP8B5P /// ZFAND6	1
Trichostatin A	ZC3H4	1
Trichostatin A	GNG7	1
Trichostatin A	MRPL13	1
Trichostatin A	PLCG2	1
Trichostatin A	SORBS1	1
Trichostatin A	ANKRD52	1
Trichostatin A	LITAF	1
Trichostatin A	ERMP1	1
Trichostatin A	NBN	1
Trichostatin A	MAPT	1
Trichostatin A	EBI3	1
Trichostatin A	CHGB	1
Trichostatin A	COMMD6	1
Trichostatin A	FUCA1	1
Trichostatin A	NAGS	1
Trichostatin A	WDR90	1
Trichostatin A	ABCA5	1
Trichostatin A	MARK1	1
Trichostatin A	TWSG1	1
Trichostatin A	PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5	1
Trichostatin A	BCL2L12	1
Trichostatin A	CNN2	1
Trichostatin A	C6orf58	1
Trichostatin A	GEMIN4	1
Trichostatin A	TRIM22	1
Trichostatin A	HADHB	1
Trichostatin A	TBCEL	1
Trichostatin A	FOXF1	1
Trichostatin A	ANKDD1A	1
Trichostatin A	ZNHIT1	1
Trichostatin A	ENTPD1	1
Trichostatin A	LCMT1	1
Trichostatin A	CTBS	1
Trichostatin A	POLDIP3	1
Trichostatin A	ZCCHC17	1
Trichostatin A	URGCP	1
Trichostatin A	LOC728622 /// SKP1	1
Trichostatin A	NDFIP2	1
Trichostatin A	ITSN1	1
Trichostatin A	SIT1	1
Trichostatin A	DULLARD	1
Trichostatin A	ID2	1
Trichostatin A	LEPROTL1	1
Trichostatin A	SGOL2	1
Trichostatin A	NBR1	1
Trichostatin A	MINPP1	1
Trichostatin A	DHX30	1
Trichostatin A	PARP2	1
Trichostatin A	JRK	1
Trichostatin A	UCKL1	1
Trichostatin A	MLLT6	1
Trichostatin A	ANKRD28	1
Trichostatin A	TBCK	1
Trichostatin A	GAR1	1
Trichostatin A	CHST14	1
Trichostatin A	THUMPD3	1
Trichostatin A	SRRT	1
Trichostatin A	TAF10	1
Trichostatin A	NOD1	1
Trichostatin A	TAF9B	1
Trichostatin A	GIYD1 /// GIYD2	1
Trichostatin A	GUK1	1
Trichostatin A	PINK1	1
Trichostatin A	GCLC	1
Trichostatin A	CSGALNACT1	1
Trichostatin A	PREP	1
Trichostatin A	DDX54	1
Trichostatin A	SIVA1	1
Trichostatin A	STAT2	1
Trichostatin A	HAPLN3	1
Trichostatin A	OAZ2	1
Trichostatin A	RTN3	1
Trichostatin A	RPL41	1
Trichostatin A	LRPPRC	1
Trichostatin A	TERF2	1
Trichostatin A	KHNYN	1
Trichostatin A	RAB11A	1
Trichostatin A	ECD	1
Trichostatin A	KLHL21	1
Trichostatin A	STK38	1
Trichostatin A	POMP	1
Trichostatin A	ABHD14B	1
Trichostatin A	ENDOG	1
Trichostatin A	PARD6A	1
Trichostatin A	HEY2	1
Trichostatin A	SUPT4H1	1
Trichostatin A	SELK	1
Trichostatin A	MYD88	1
Trichostatin A	MUC20	1
Trichostatin A	ACVR1	1
Trichostatin A	PSTK	1
Trichostatin A	PIGS	1
Trichostatin A	PSPH	1
Trichostatin A	PTBP2	1
Trichostatin A	RPS29	1
Trichostatin A	SCAPER	1
Trichostatin A	DHCR24	1
Trichostatin A	HIBADH	1
Trichostatin A	KIAA0528	1
Trichostatin A	PPP1R7	1
Trichostatin A	PMM1	1
Trichostatin A	TRANK1	1
Trichostatin A	PDLIM5	1
Trichostatin A	VSTM1	1
Trichostatin A	NCOA5	1
Trichostatin A	FAM117B	1
Trichostatin A	APOO	1
Trichostatin A	AP3S2	1
Trichostatin A	HBP1	1
Trichostatin A	PLP2	1
Trichostatin A	FGFR1OP2	1
Trichostatin A	NUDT7	1
Trichostatin A	CIB2	1
Trichostatin A	SCUBE1	1
Trichostatin A	HSDL1	1
Trichostatin A	PML	1
Trichostatin A	GALC	1
Trichostatin A	JAGN1	1
Trichostatin A	IBTK	1
Trichostatin A	ATP1B1	1
Trichostatin A	CASQ1	1
Trichostatin A	FBXO3	1
Trichostatin A	USP2	1
Trichostatin A	WARS	1
Trichostatin A	CPT1A /// RDH5	1
Trichostatin A	RIPK2	1
Trichostatin A	CECR5	1
Trichostatin A	DPH5	1
Trichostatin A	SUCLG2	1
Trichostatin A	CYP2E1	1
Trichostatin A	ANKRD24	1
Trichostatin A	TMEM109	1
Trichostatin A	CPNE3	1
Trichostatin A	C5orf39	1
Trichostatin A	SH3BGRL2	1
Trichostatin A	ZNF638	1
Trichostatin A	CRY1	1
Trichostatin A	GKAP1	1
Trichostatin A	PIGQ	1
Trichostatin A	TNFRSF4	1
Trichostatin A	FUBP1	1
Trichostatin A	TAGLN2	1
Trichostatin A	GPR137	1
Trichostatin A	TAPBPL	1
Trichostatin A	UCK2	1
Trichostatin A	LAMP2	1
Trichostatin A	SARS2	1
Trichostatin A	PSMD12	1
Trichostatin A	PEX5	1
Trichostatin A	GSDMB	1
Trichostatin A	C1orf128	1
Trichostatin A	GCNT1	1
Trichostatin A	QRICH1	1
Trichostatin A	TRIM69	1
Trichostatin A	PTEN	1
Trichostatin A	DAPL1	1
Trichostatin A	HERPUD1	1
Trichostatin A	PRR14	1
Trichostatin A	ELOF1	1
Trichostatin A	TMEM25	1
Trichostatin A	ARHGAP20	1
Trichostatin A	ABHD6	1
Trichostatin A	CGRRF1	1
Trichostatin A	CYTIP	1
Trichostatin A	TMEM158	1
Trichostatin A	SMTN	1
Trichostatin A	C3orf26	1
Trichostatin A	TSPAN4	1
Trichostatin A	SMARCE1	1
Trichostatin A	KIAA0226	1
Trichostatin A	CIC	1
Trichostatin A	ADRB2	1
Trichostatin A	TBCB	1
Trichostatin A	FAM98C	1
Trichostatin A	POPDC3	1
Trichostatin A	C12orf5	1
Trichostatin A	CDK2AP2	1
Trichostatin A	RGL2	1
Trichostatin A	INPPL1	1
Trichostatin A	RASAL3	1
Trichostatin A	STMN3	1
Trichostatin A	FKBP1A	1
Trichostatin A	SAR1B	1
Trichostatin A	STX12	1
Trichostatin A	C11orf70	1
Trichostatin A	HSDL2	1
Trichostatin A	TBC1D8	1
Trichostatin A	SEC11A	1
Trichostatin A	PTTG1IP	1
Trichostatin A	STX1A	1
Trichostatin A	NOL12 /// TRIOBP	1
Trichostatin A	SLC44A2	1
Trichostatin A	TNPO1	1
Trichostatin A	C12orf57	1
Trichostatin A	GTSE1	1
Trichostatin A	PHTF2	1
Trichostatin A	WWC1	1
Trichostatin A	BOLA1	1
Trichostatin A	NDUFB8 /// SEC31B	1
Trichostatin A	ANXA7	1
Trichostatin A	MIA	1
Trichostatin A	B4GALT4	1
Trichostatin A	GAS2L1	1
Trichostatin A	PDPK1	1
Trichostatin A	C20orf112	1
Trichostatin A	U2AF1	1
Trichostatin A	PEX1	1
Trichostatin A	PLAU	1
Trichostatin A	USMG5	1
Trichostatin A	ARF6	1
Trichostatin A	DYNLT1	1
Trichostatin A	TBC1D9B	1
Trichostatin A	CSAD	1
Trichostatin A	ASXL1	1
Trichostatin A	FAM154B	1
Trichostatin A	H6PD	1
Trichostatin A	UBE2A	1
Trichostatin A	PARP4	1
Trichostatin A	ABHD10	1
Trichostatin A	LIAS	1
Trichostatin A	RASD1	1
Trichostatin A	FAM122A	1
Trichostatin A	STOML2	1
Trichostatin A	ATP1A1	1
Trichostatin A	NIF3L1	1
Trichostatin A	CDK5RAP1	1
Trichostatin A	TDRD6	1
Trichostatin A	WNT10B	1
Trichostatin A	GALNT3	1
Trichostatin A	EXOSC6	1
Trichostatin A	CD68	1
Trichostatin A	CCDC97	1
Trichostatin A	KIAA1310	1
Trichostatin A	IFIH1	1
Trichostatin A	MTFR1	1
Trichostatin A	NSUN5P1	1
Trichostatin A	SLA	1
Trichostatin A	FCHO1	1
Trichostatin A	SSRP1	1
Trichostatin A	STRAP	1
Trichostatin A	IRS2	1
Trichostatin A	SNW1	1
Trichostatin A	IPO8	1
Trichostatin A	ZYX	1
Trichostatin A	ATP6V1H	1
Trichostatin A	SDF4	1
Trichostatin A	TCHP	1
Trichostatin A	NTN5	1
Trichostatin A	DHDDS	1
Trichostatin A	COMMD3	1
Trichostatin A	TRIM56	1
Trichostatin A	ALG2	1
Trichostatin A	SUOX	1
Trichostatin A	PMEPA1	1
Trichostatin A	GAK	1
Trichostatin A	CNNM3	1
Trichostatin A	FAM164C	1
Trichostatin A	SNX30	1
Trichostatin A	BIRC5	1
Trichostatin A	FGFRL1	1
Trichostatin A	PGBD2	1
Trichostatin A	TMEM206	1
Trichostatin A	PREPL	1
Trichostatin A	PPHLN1	1
Trichostatin A	STXBP6	1
Trichostatin A	M6PR	1
Trichostatin A	SP3	1
Trichostatin A	IVNS1ABP	1
Trichostatin A	LYRM7	1
Trichostatin A	CDK7	1
Trichostatin A	JAKMIP2	1
Trichostatin A	IRF1	1
